iter	RMSE
821	1962.716881
822	1961.943553
823	1960.211764
824	1959.748408
825	1958.338614
826	1958.118848
827	1955.864598
828	1954.901315
829	1953.310507
830	1951.081862
831	1949.88017
832	1949.276878
833	1948.032491
834	1944.84169
835	1942.984521
836	1942.03852
837	1939.219073
838	1938.174116
839	1937.101573
840	1935.774085
841	1934.066871
842	1931.085747
843	1929.780523
844	1929.704317
845	1929.173975
846	1924.822198
847	1920.788951
848	1919.486626
849	1917.551524
850	1915.273552
851	1912.841814
852	1912.282281
853	1910.272427
854	1908.869449
855	1905.45474
856	1902.5209
857	1902.329269
858	1898.941639
859	1897.215489
860	1893.85632
861	1891.467605
862	1890.948352
863	1888.267734
864	1886.239516
865	1883.194989
866	1880.32338
867	1880.288036
868	1879.908154
869	1877.273997
870	1875.762577
871	1873.558668
872	1870.992422
873	1870.132078
874	1867.739215
875	1866.296339
876	1866.18771
877	1865.864137
878	1864.497529
879	1859.685859
880	1857.553718
881	1856.025325
882	1854.915734
883	1852.47231
884	1851.921859
885	1848.323488
886	1846.457283
887	1845.074034
888	1843.41106
889	1841.642872
890	1841.337301
891	1841.19677
892	1840.181991
893	1837.507602
894	1837.022248
895	1836.35026
896	1836.239023
897	1836.166267
898	1833.83708
899	1833.436056
900	1829.255119
901	1825.812759
902	1824.786189
903	1823.595677
904	1822.49023
905	1821.082769
906	1820.097665
907	1817.74771
908	1815.114473
909	1812.964533
910	1809.828409
911	1809.270175
912	1809.190664
913	1807.719558
914	1805.380943
915	1803.194408
916	1801.938462
917	1799.625625
918	1799.465038
919	1797.496304
920	1797.425006
921	1797.130242
922	1795.581582
923	1793.705982
924	1791.548251
925	1791.156096
926	1789.506211
927	1786.832702
928	1786.37961
929	1784.92241
930	1784.199898
931	1783.69092
932	1780.869409
933	1780.26666
934	1778.982031
935	1776.308991
936	1773.654764
937	1772.353398
938	1772.194561
939	1770.637273
940	1766.459523
941	1763.80999
942	1762.668632
943	1762.51975
944	1759.316082
945	1757.323464
946	1757.186776
947	1756.494807
948	1753.592588
949	1752.778086
950	1752.071856
951	1751.090346
952	1751.008677
953	1750.736827
954	1749.281129
955	1745.871678
956	1742.837773
957	1740.468343
958	1740.276823
959	1737.416878
960	1736.349438
961	1733.090543
962	1731.761355
963	1731.060007
964	1728.142447
965	1727.105691
966	1725.984137
967	1724.691256
968	1724.480696
969	1723.935792
970	1721.177452
971	1720.823556
972	1720.260391
973	1720.064044
974	1720.011274
975	1717.830857
976	1716.924681
977	1714.693919
978	1712.892828
979	1712.141808
980	1710.749367
981	1707.825322
982	1706.329429
983	1704.763148
984	1702.573859
985	1701.058407
986	1698.620198
987	1697.573921
988	1696.87077
989	1696.046091
990	1695.17485
991	1694.641115
992	1692.552101
993	1691.291411
994	1691.077718
995	1689.668585
996	1688.809498
997	1687.832394
998	1686.3158
999	1684.814476
1000	1684.605013
1001	1683.767414
1002	1683.358239
1003	1681.074413
1004	1679.092115
1005	1676.29992
1006	1675.056935
1007	1673.378706
1008	1671.771916
1009	1671.280407
1010	1670.063358
1011	1668.312379
1012	1667.666213
1013	1665.405613
1014	1661.262135
1015	1660.959739
1016	1657.728395
1017	1656.820947
1018	1653.880559
1019	1651.965504
1020	1651.598891
1021	1650.069175
1022	1647.706799
1023	1644.978166
1024	1643.302019
1025	1641.797372
1026	1638.920226
1027	1637.915157
1028	1637.319598
1029	1636.603551
1030	1632.9718
1031	1629.089967
1032	1628.867611
1033	1628.043223
1034	1626.789062
1035	1625.424491
1036	1624.160678
1037	1623.355107
1038	1622.639087
1039	1618.277143
1040	1617.296067
1041	1616.961553
1042	1616.547304
1043	1614.030272
1044	1612.282741
1045	1609.695337
1046	1608.486057
1047	1606.329721
1048	1606.166182
1049	1605.107356
1050	1603.723701
1051	1601.90374
1052	1601.105083
1053	1600.383091
1054	1599.649146
1055	1597.47413
1056	1594.802917
1057	1594.393766
1058	1593.924084
1059	1593.372666
1060	1591.9317
1061	1591.000048
